x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.09624216,0.29754734,0.137405187,0.220604718,0.15148285,0.120649517,0.155212432,0.04765594,0.128843874,0.010529816,0.10287866,0.072975993,0.101517737,0,0.123366326,0.067055762,0.120526522,0.099848747,0.071166009,0.090068698,0.077939212,0.022216499,0.104048342,0.105305433,0.091543823,0.130389214,0.038174003,0.113832295,0.045420468,0.044871747,0.073526561,0.125273347,0.063504249,0.154248536,0,0.143464983,0.015947759,0.081710637,0.038943619,0.132096231,0.030893028,0.161938787,0
0.002123609,0.235131204,0.072505429,0.22409451,0.144288942,0.164757133,0.178072557,0.094603658,0.186953053,0.023731917,0.131204411,0.069504708,0.147124484,0.013473034,0.126809344,0.065723956,0.111586332,0.119837731,0.089723349,0.055501908,0.102903381,0,0.083762407,0.075109482,0.073845923,0.138668239,0.046307802,0.049970239,0.056956276,0.001873463,0.044792637,0.083887279,0.0395917,0.144034177,0,0.053186715,0.014278561,0.019172817,0.011641517,0.080338746,0.011530116,0.126191318,0
0.004512191,0.231944621,0.073302045,0.221209586,0.144399539,0.161393702,0.176962033,0.088980675,0.188720539,0.018871546,0.13099654,0.069558889,0.146175012,0.013033122,0.125848368,0.063388556,0.110822439,0.117178947,0.089524105,0.05583474,0.103550345,0,0.083532155,0.075172782,0.073904231,0.138416827,0.046729311,0.050142527,0.057848915,0.001003683,0.045210406,0.082955092,0.040722355,0.143119097,0,0.05211854,0.014895722,0.018236578,0.012098074,0.079853177,0.01296711,0.125825346,0
0.004512191,0.231944621,0.073302045,0.221209586,0.144399539,0.161393702,0.176962033,0.088980675,0.188720539,0.018871546,0.13099654,0.069558889,0.146175012,0.013033122,0.125848368,0.063388556,0.110822439,0.117178947,0.089524105,0.05583474,0.103550345,0,0.083532155,0.075172782,0.073904231,0.138416827,0.046729311,0.050142527,0.057848915,0.001003683,0.045210406,0.082955092,0.040722355,0.143119097,0,0.05211854,0.014895722,0.018236578,0.012098074,0.079853177,0.01296711,0.125825346,0
0.002618998,0.229609609,0.070453987,0.223000288,0.142285496,0.164428711,0.177051127,0.093341768,0.187672347,0.022745907,0.128801078,0.070516258,0.144989461,0.014426291,0.123877198,0.0637407,0.108245656,0.116588771,0.087805286,0.056677788,0.102388605,0,0.082058728,0.073797435,0.071899742,0.137062341,0.045473054,0.05101493,0.056826115,0.002485931,0.043817326,0.083841473,0.039137036,0.144036114,0,0.053067803,0.015666991,0.021259397,0.012371972,0.082789421,0.013012141,0.129071414,0
0.002618998,0.229609609,0.070453987,0.223000288,0.142285496,0.164428711,0.177051127,0.093341768,0.187672347,0.022745907,0.128801078,0.070516258,0.144989461,0.014426291,0.123877198,0.0637407,0.108245656,0.116588771,0.087805286,0.056677788,0.102388605,0,0.082058728,0.073797435,0.071899742,0.137062341,0.045473054,0.05101493,0.056826115,0.002485931,0.043817326,0.083841473,0.039137036,0.144036114,0,0.053067803,0.015666991,0.021259397,0.012371972,0.082789421,0.013012141,0.129071414,0
0.00185205,0.231446445,0.072648153,0.22163707,0.144666642,0.165193647,0.178986847,0.094767332,0.18770352,0.023919553,0.129788816,0.069068134,0.146136373,0.013013363,0.125307381,0.064525992,0.109809548,0.119158506,0.088429391,0.0556916,0.103693321,0,0.083720312,0.074575186,0.073568791,0.13864091,0.045792311,0.05051741,0.057596907,0.00360167,0.04506436,0.083008021,0.039647028,0.142298967,0,0.053366929,0.016545728,0.017808557,0.013259917,0.077525616,0.012380481,0.123610109,0
0.00185205,0.231446445,0.072648153,0.22163707,0.144666642,0.165193647,0.178986847,0.094767332,0.18770352,0.023919553,0.129788816,0.069068134,0.146136373,0.013013363,0.125307381,0.064525992,0.109809548,0.119158506,0.088429391,0.0556916,0.103693321,0,0.083720312,0.074575186,0.073568791,0.13864091,0.045792311,0.05051741,0.057596907,0.00360167,0.04506436,0.083008021,0.039647028,0.142298967,0,0.053366929,0.016545728,0.017808557,0.013259917,0.077525616,0.012380481,0.123610109,0
0.001983039,0.236388415,0.074486516,0.223174661,0.144781046,0.164236575,0.179111235,0.094872683,0.18874567,0.02419129,0.129688554,0.067394435,0.146022581,0.013148904,0.126285948,0.066125423,0.110209249,0.121581227,0.088571839,0.053596646,0.102405421,0,0.083671413,0.076175332,0.07339818,0.140623957,0.045623951,0.048739463,0.057521008,0.002369732,0.045594029,0.083901823,0.039609276,0.143867552,0,0.052912474,0.014874063,0.019488871,0.012615077,0.080798209,0.011875816,0.126853436,0
0.001983039,0.236388415,0.074486516,0.223174661,0.144781046,0.164236575,0.179111235,0.094872683,0.18874567,0.02419129,0.129688554,0.067394435,0.146022581,0.013148904,0.126285948,0.066125423,0.110209249,0.121581227,0.088571839,0.053596646,0.102405421,0,0.083671413,0.076175332,0.07339818,0.140623957,0.045623951,0.048739463,0.057521008,0.002369732,0.045594029,0.083901823,0.039609276,0.143867552,0,0.052912474,0.014874063,0.019488871,0.012615077,0.080798209,0.011875816,0.126853436,0
0.003568739,0.239873528,0.074919388,0.225105584,0.14348197,0.167498529,0.178259164,0.09777233,0.190534204,0.027909666,0.131411076,0.068384796,0.14609772,0.012610942,0.124597117,0.066443741,0.108717456,0.122729957,0.089441091,0.053399801,0.10256578,0,0.082893223,0.077005297,0.073683351,0.141585916,0.045970261,0.048838288,0.055684686,0.005312979,0.043997586,0.087003767,0.039947703,0.146763325,0,0.053551197,0.014501005,0.019880593,0.012288719,0.081663996,0.012680143,0.127921879,0
0.09624216,0.29754734,0.137405187,0.220604718,0.15148285,0.120649517,0.155212432,0.04765594,0.128843874,0.010529816,0.10287866,0.072975993,0.101517737,0,0.123366326,0.067055762,0.120526522,0.099848747,0.071166009,0.090068698,0.077939212,0.022216499,0.104048342,0.105305433,0.091543823,0.130389214,0.038174003,0.113832295,0.045420468,0.044871747,0.073526561,0.125273347,0.063504249,0.154248536,0,0.143464983,0.015947759,0.081710637,0.038943619,0.132096231,0.030893028,0.161938787,0
0.003568739,0.239873528,0.074919388,0.225105584,0.14348197,0.167498529,0.178259164,0.09777233,0.190534204,0.027909666,0.131411076,0.068384796,0.14609772,0.012610942,0.124597117,0.066443741,0.108717456,0.122729957,0.089441091,0.053399801,0.10256578,0,0.082893223,0.077005297,0.073683351,0.141585916,0.045970261,0.048838288,0.055684686,0.005312979,0.043997586,0.087003767,0.039947703,0.146763325,0,0.053551197,0.014501005,0.019880593,0.012288719,0.081663996,0.012680143,0.127921879,0
0.004519522,0.244658917,0.076755248,0.227618188,0.146615811,0.167213559,0.18115107,0.095173657,0.192888238,0.02362293,0.13239228,0.068947434,0.146994419,0.010585189,0.126764528,0.064925462,0.11148297,0.121219307,0.089974724,0.054770023,0.103560485,0,0.085729994,0.078064144,0.077204488,0.142181963,0.046318956,0.050308257,0.058413424,0.005112737,0.04796987,0.088845283,0.043949522,0.149118066,0,0.055005908,0.017756604,0.022027075,0.016371794,0.08614257,0.016706266,0.132759005,0
0.004519522,0.244658917,0.076755248,0.227618188,0.146615811,0.167213559,0.18115107,0.095173657,0.192888238,0.02362293,0.13239228,0.068947434,0.146994419,0.010585189,0.126764528,0.064925462,0.11148297,0.121219307,0.089974724,0.054770023,0.103560485,0,0.085729994,0.078064144,0.077204488,0.142181963,0.046318956,0.050308257,0.058413424,0.005112737,0.04796987,0.088845283,0.043949522,0.149118066,0,0.055005908,0.017756604,0.022027075,0.016371794,0.08614257,0.016706266,0.132759005,0
0.002173454,0.248300225,0.077050835,0.231467634,0.148180783,0.170412213,0.18135792,0.09701106,0.19390285,0.025945336,0.132380754,0.070012689,0.148932546,0.012919396,0.128433779,0.067861408,0.111114129,0.126430124,0.089757234,0.055669427,0.104194999,0,0.085710511,0.078281492,0.075462684,0.146293432,0.046283498,0.051113188,0.058255032,0.007511288,0.047604203,0.090109378,0.042293221,0.152756482,0,0.056333482,0.018431321,0.019331962,0.016073659,0.083456725,0.014159128,0.133665591,0
0.002173454,0.248300225,0.077050835,0.231467634,0.148180783,0.170412213,0.18135792,0.09701106,0.19390285,0.025945336,0.132380754,0.070012689,0.148932546,0.012919396,0.128433779,0.067861408,0.111114129,0.126430124,0.089757234,0.055669427,0.104194999,0,0.085710511,0.078281492,0.075462684,0.146293432,0.046283498,0.051113188,0.058255032,0.007511288,0.047604203,0.090109378,0.042293221,0.152756482,0,0.056333482,0.018431321,0.019331962,0.016073659,0.083456725,0.014159128,0.133665591,0
0.00478743,0.253756255,0.081135064,0.233010024,0.150986299,0.171116024,0.186336637,0.096893758,0.197440356,0.023755342,0.134896308,0.069000214,0.150417715,0.009153992,0.129928589,0.066802263,0.113067135,0.126338094,0.091590077,0.055422574,0.103655979,0,0.086897239,0.080501676,0.077303812,0.146946877,0.047276437,0.052658558,0.05726999,0.004779965,0.050167426,0.088065803,0.046118006,0.150108397,0,0.059801161,0.01672224,0.021438986,0.01849737,0.084254146,0.019189805,0.133096397,0
0.00478743,0.253756255,0.081135064,0.233010024,0.150986299,0.171116024,0.186336637,0.096893758,0.197440356,0.023755342,0.134896308,0.069000214,0.150417715,0.009153992,0.129928589,0.066802263,0.113067135,0.126338094,0.091590077,0.055422574,0.103655979,0,0.086897239,0.080501676,0.077303812,0.146946877,0.047276437,0.052658558,0.05726999,0.004779965,0.050167426,0.088065803,0.046118006,0.150108397,0,0.059801161,0.01672224,0.021438986,0.01849737,0.084254146,0.019189805,0.133096397,0
0.00660412,0.262969285,0.086054251,0.237881273,0.156637862,0.175348192,0.193563804,0.101738155,0.204493031,0.025758684,0.142711401,0.068123788,0.155700281,0.010541767,0.135089234,0.070755303,0.1189913,0.129806668,0.097089529,0.053167909,0.107695401,0,0.089775488,0.082772881,0.080931649,0.147428662,0.049886301,0.049985915,0.057971224,0.006101906,0.050031051,0.091540873,0.047253743,0.151818305,0,0.056684732,0.013480775,0.018253654,0.015834257,0.082047343,0.018157907,0.128114671,0
0.00660412,0.262969285,0.086054251,0.237881273,0.156637862,0.175348192,0.193563804,0.101738155,0.204493031,0.025758684,0.142711401,0.068123788,0.155700281,0.010541767,0.135089234,0.070755303,0.1189913,0.129806668,0.097089529,0.053167909,0.107695401,0,0.089775488,0.082772881,0.080931649,0.147428662,0.049886301,0.049985915,0.057971224,0.006101906,0.050031051,0.091540873,0.047253743,0.151818305,0,0.056684732,0.013480775,0.018253654,0.015834257,0.082047343,0.018157907,0.128114671,0
0.007809088,0.264949948,0.089617118,0.240170211,0.162121415,0.176429927,0.197115585,0.101504207,0.206530437,0.026146799,0.144910768,0.068894446,0.156788349,0.011403859,0.136712179,0.071841449,0.121598139,0.131841511,0.097847179,0.054487497,0.108043179,0,0.090774953,0.084753096,0.082851306,0.152254909,0.050009608,0.051368833,0.057862088,0.007410914,0.049600244,0.094480276,0.046822652,0.156160861,0,0.057962894,0.014679283,0.017762512,0.015271269,0.081802785,0.016001068,0.128430694,0
0.094367713,0.294686615,0.134471565,0.225231647,0.152169973,0.122875571,0.155998677,0.048921764,0.12787053,0.009210765,0.106375605,0.070848882,0.111402601,0,0.131830245,0.068149328,0.126801878,0.099638581,0.074264258,0.084785163,0.084393978,0.022488296,0.10837087,0.107939184,0.094763309,0.131980479,0.040008515,0.107042134,0.048296452,0.043254852,0.075309694,0.125781,0.064892679,0.154525816,0,0.135802507,0.016911566,0.078948557,0.039836258,0.128906131,0.031634301,0.158009231,0
0.007809088,0.264949948,0.089617118,0.240170211,0.162121415,0.176429927,0.197115585,0.101504207,0.206530437,0.026146799,0.144910768,0.068894446,0.156788349,0.011403859,0.136712179,0.071841449,0.121598139,0.131841511,0.097847179,0.054487497,0.108043179,0,0.090774953,0.084753096,0.082851306,0.152254909,0.050009608,0.051368833,0.057862088,0.007410914,0.049600244,0.094480276,0.046822652,0.156160861,0,0.057962894,0.014679283,0.017762512,0.015271269,0.081802785,0.016001068,0.128430694,0
0.013908699,0.274406046,0.093165763,0.245993882,0.162705891,0.178659886,0.196942411,0.102254748,0.209572099,0.024547875,0.146703146,0.059904188,0.159600042,0.007759988,0.140076928,0.073517889,0.122803204,0.136258215,0.100373589,0.047280103,0.109659769,0,0.094236456,0.086572111,0.085340567,0.154892415,0.051989548,0.046304107,0.059477679,0.002269775,0.055246495,0.088339359,0.053134836,0.15301019,0,0.055847883,0.014734782,0.015021682,0.022044979,0.078216374,0.026452027,0.128119975,0
0.013908699,0.274406046,0.093165763,0.245993882,0.162705891,0.178659886,0.196942411,0.102254748,0.209572099,0.024547875,0.146703146,0.059904188,0.159600042,0.007759988,0.140076928,0.073517889,0.122803204,0.136258215,0.100373589,0.047280103,0.109659769,0,0.094236456,0.086572111,0.085340567,0.154892415,0.051989548,0.046304107,0.059477679,0.002269775,0.055246495,0.088339359,0.053134836,0.15301019,0,0.055847883,0.014734782,0.015021682,0.022044979,0.078216374,0.026452027,0.128119975,0
0.022389211,0.260412306,0.104931697,0.24613741,0.1764175,0.176717848,0.204233184,0.095358372,0.212632194,0.022651196,0.151680321,0.05749324,0.165677965,0.00857091,0.145216167,0.082591236,0.126083165,0.152198881,0.100544557,0.045283884,0.111493796,0,0.09723933,0.089988112,0.088968977,0.164214998,0.050781623,0.04439345,0.062539794,0.00845468,0.057869382,0.096866339,0.055486903,0.164346486,0,0.053673714,0.018790156,0.022381306,0.021570176,0.091194272,0.023294389,0.144883513,0
0.022389211,0.260412306,0.104931697,0.24613741,0.1764175,0.176717848,0.204233184,0.095358372,0.212632194,0.022651196,0.151680321,0.05749324,0.165677965,0.00857091,0.145216167,0.082591236,0.126083165,0.152198881,0.100544557,0.045283884,0.111493796,0,0.09723933,0.089988112,0.088968977,0.164214998,0.050781623,0.04439345,0.062539794,0.00845468,0.057869382,0.096866339,0.055486903,0.164346486,0,0.053673714,0.018790156,0.022381306,0.021570176,0.091194272,0.023294389,0.144883513,0
0.023799166,0.265517443,0.10271503,0.251684219,0.173617661,0.183614612,0.204349115,0.102148265,0.21230258,0.024679452,0.155872136,0.060317397,0.165921971,0.010585606,0.138710886,0.087479085,0.117441237,0.157158315,0.103306711,0.045555562,0.108210489,0,0.087705255,0.094025999,0.078324273,0.168588251,0.052162334,0.04422456,0.055183023,0.012620986,0.045720026,0.103864044,0.043404073,0.169599146,0,0.051957071,0.008016571,0.02420339,0.008244619,0.097445399,0.011484906,0.150691032,0
0.023799166,0.265517443,0.10271503,0.251684219,0.173617661,0.183614612,0.204349115,0.102148265,0.21230258,0.024679452,0.155872136,0.060317397,0.165921971,0.010585606,0.138710886,0.087479085,0.117441237,0.157158315,0.103306711,0.045555562,0.108210489,0,0.087705255,0.094025999,0.078324273,0.168588251,0.052162334,0.04422456,0.055183023,0.012620986,0.045720026,0.103864044,0.043404073,0.169599146,0,0.051957071,0.008016571,0.02420339,0.008244619,0.097445399,0.011484906,0.150691032,0
0.035349607,0.256174356,0.114817724,0.243841738,0.183410719,0.171876371,0.208586603,0.08674109,0.212243363,0.012142301,0.159590349,0.056121856,0.162971362,0.004184335,0.137265623,0.081481218,0.120152444,0.15381211,0.103406116,0.044881523,0.105694339,0,0.088470891,0.094795436,0.080585748,0.174229383,0.051129401,0.045423955,0.05048427,0.010663539,0.044077829,0.103609025,0.043676101,0.175172061,0,0.055430084,0.004691124,0.031396091,0.006025821,0.105358481,0.011394233,0.162782401,0
0.035349607,0.256174356,0.114817724,0.243841738,0.183410719,0.171876371,0.208586603,0.08674109,0.212243363,0.012142301,0.159590349,0.056121856,0.162971362,0.004184335,0.137265623,0.081481218,0.120152444,0.15381211,0.103406116,0.044881523,0.105694339,0,0.088470891,0.094795436,0.080585748,0.174229383,0.051129401,0.045423955,0.05048427,0.010663539,0.044077829,0.103609025,0.043676101,0.175172061,0,0.055430084,0.004691124,0.031396091,0.006025821,0.105358481,0.011394233,0.162782401,0
0.026219927,0.27181077,0.105068639,0.262320995,0.179575026,0.193538994,0.21085684,0.103118569,0.214692488,0.020982057,0.155725732,0.066365182,0.165395752,0.003430486,0.140682101,0.082593054,0.122469276,0.156661689,0.099321842,0.054836184,0.106385216,0,0.089372858,0.097391725,0.078677043,0.179371178,0.048501387,0.055401027,0.051105306,0.009946495,0.045738921,0.105235934,0.043775268,0.1822806,0,0.064287692,0.008728698,0.029200435,0.011708543,0.100510478,0.016591817,0.16220209,0
0.094367713,0.294686615,0.134471565,0.225231647,0.152169973,0.122875571,0.155998677,0.048921764,0.12787053,0.009210765,0.106375605,0.070848882,0.111402601,0,0.131830245,0.068149328,0.126801878,0.099638581,0.074264258,0.084785163,0.084393978,0.022488296,0.10837087,0.107939184,0.094763309,0.131980479,0.040008515,0.107042134,0.048296452,0.043254852,0.075309694,0.125781,0.064892679,0.154525816,0,0.135802507,0.016911566,0.078948557,0.039836258,0.128906131,0.031634301,0.158009231,0
0.026219927,0.27181077,0.105068639,0.262320995,0.179575026,0.193538994,0.21085684,0.103118569,0.214692488,0.020982057,0.155725732,0.066365182,0.165395752,0.003430486,0.140682101,0.082593054,0.122469276,0.156661689,0.099321842,0.054836184,0.106385216,0,0.089372858,0.097391725,0.078677043,0.179371178,0.048501387,0.055401027,0.051105306,0.009946495,0.045738921,0.105235934,0.043775268,0.1822806,0,0.064287692,0.008728698,0.029200435,0.011708543,0.100510478,0.016591817,0.16220209,0
0.036429137,0.277357697,0.115170501,0.259108841,0.187187314,0.188759744,0.217019513,0.098009378,0.216793492,0.015547961,0.163590953,0.065284252,0.16923961,0.005378753,0.140866831,0.085351288,0.123011857,0.160924077,0.104193494,0.052248001,0.106847495,0,0.087516457,0.099195987,0.079357371,0.185507208,0.050428011,0.0534392,0.047485873,0.014699489,0.042570867,0.110365659,0.04429704,0.1893107,0,0.063475609,0.001764864,0.035912335,0.003879085,0.107762873,0.010224193,0.168063641,0
0.036429137,0.277357697,0.115170501,0.259108841,0.187187314,0.188759744,0.217019513,0.098009378,0.216793492,0.015547961,0.163590953,0.065284252,0.16923961,0.005378753,0.140866831,0.085351288,0.123011857,0.160924077,0.104193494,0.052248001,0.106847495,0,0.087516457,0.099195987,0.079357371,0.185507208,0.050428011,0.0534392,0.047485873,0.014699489,0.042570867,0.110365659,0.04429704,0.1893107,0,0.063475609,0.001764864,0.035912335,0.003879085,0.107762873,0.010224193,0.168063641,0
0.041146316,0.277197272,0.120984524,0.260043353,0.192149803,0.187627465,0.22552833,0.097425491,0.224018872,0.012454122,0.167759448,0.061880738,0.17300114,0.000472695,0.145929128,0.081559837,0.128980622,0.157226861,0.106946915,0.04952842,0.107935682,0,0.089695513,0.102242976,0.082420453,0.187019378,0.051500045,0.052563518,0.04771971,0.014098436,0.043943971,0.111814976,0.046756491,0.190024108,0.0005496,0.065322131,0,0.038373709,0.003293544,0.112002999,0.010632873,0.172532529,0
0.041146316,0.277197272,0.120984524,0.260043353,0.192149803,0.187627465,0.22552833,0.097425491,0.224018872,0.012454122,0.167759448,0.061880738,0.17300114,0.000472695,0.145929128,0.081559837,0.128980622,0.157226861,0.106946915,0.04952842,0.107935682,0,0.089695513,0.102242976,0.082420453,0.187019378,0.051500045,0.052563518,0.04771971,0.014098436,0.043943971,0.111814976,0.046756491,0.190024108,0.0005496,0.065322131,0,0.038373709,0.003293544,0.112002999,0.010632873,0.172532529,0
0.027247712,0.282986075,0.109101467,0.266670376,0.181559786,0.194902509,0.21618773,0.102606684,0.212014273,0.016325891,0.159125805,0.069007933,0.164331645,0.003016353,0.137818694,0.084963948,0.120490991,0.16003105,0.101377532,0.055301666,0.101326704,0,0.0837145,0.102792561,0.075047523,0.18688783,0.048660323,0.054526001,0.044649184,0.014868349,0.040732719,0.11438477,0.041953899,0.193143576,0,0.064247459,0.003040105,0.037102431,0.005077362,0.113101751,0.010118455,0.175473481,0
0.027247712,0.282986075,0.109101467,0.266670376,0.181559786,0.194902509,0.21618773,0.102606684,0.212014273,0.016325891,0.159125805,0.069007933,0.164331645,0.003016353,0.137818694,0.084963948,0.120490991,0.16003105,0.101377532,0.055301666,0.101326704,0,0.0837145,0.102792561,0.075047523,0.18688783,0.048660323,0.054526001,0.044649184,0.014868349,0.040732719,0.11438477,0.041953899,0.193143576,0,0.064247459,0.003040105,0.037102431,0.005077362,0.113101751,0.010118455,0.175473481,0
0.048361287,0.284858793,0.129308753,0.271505684,0.201220259,0.1954014,0.230937541,0.100487202,0.229062974,0.016178668,0.173778683,0.066555947,0.179245099,0.003506124,0.150961906,0.087202787,0.134512514,0.165328056,0.109122083,0.051185876,0.112052217,0,0.094287947,0.102636397,0.088538513,0.189903766,0.051684938,0.051250309,0.04858771,0.018129766,0.046874747,0.116434395,0.052468799,0.196539491,0,0.062395334,0.001320764,0.037478745,0.003372431,0.111393005,0.010314807,0.1738424,0
